,sex,foreigner,national_group,province_resid,age_atmaincrime,dateofbirth,priorcrimes_dummy,priorcrimes_number_group,maincrime_cat,maincrime_violent,totalmaincrimes_number,maincrime_date,province_execution,maincrime_program,maincrime_program2,maincrime_program_group,maincrime_programduration_group,V28_temps_inici,V29_durada_programa,V30_data_inici_programa,V31_data_fi_programa,V54_SAVRYprograma,V55_SAVRYdata,V56_@R1_resum_risc_global_reverse,V57_@R2_resum_risc_delictes_violents,V58_@R3_resum_risc_violencia_centre,V59_@R4_resum_risc_sortides_permisos,V60_SAVRY_total_score,V61_SAVRY_historics_total_score,V62_SAVRY_socials_total_score,V63_SAVRY_individuals_total_score,V64_SAVRY_proteccio_total_score,V65_@1_violencia_previa,V66_@2_historia_delictes_no_violents,V67_@3_inici_precoç_violencia,V68_@4_fracas_intervencions_anteriors,V69_@5_intents_autolesio_suicidi_anteriors,V70_@6_exposicio_violencia_llar,V71_@7_historia_maltracte_infantil,V72_@8_delinquencia_pares,V73_@9_separacio_precoç_pares,V74_@10_baix_rendiment_escola,V75_@11_delinquencia_grup_iguals,V76_@12_rebuig_grup_iguals,V77_@13_estrés_incapacitat_enfrontar_dificultats,V78_@14_escassa_habilitat_pares_educar,V79_@15_manca_suport_personal_social,V80_@16_entorn_marginal,V81_@17_actitud_negatives,V82_@18_assumpcio_riscos_impulsivitat,V83_@19_problemes_consum_toxics,V84_@20_problemes_maneig_enuig,V85_@21_baix_nivell_empatia_remordiment,V86_@22_problemes_concentracio_hiperactivitat,V87_@23_baixa_colaboracio_intervencions,V88_@24_baix_compromis_escolar_laboral,V89_@P1_impicacio_prosocial,V90_@P2_suport_social_fort,V91_@P3_forta_vinculacio_adult_prosocial,V92_@P4_actitud_positiva_intervencions_autoritat,V93_@P5_fort_compromis_escola_treball,V94_@P6_perseverança_tret_personalitat,V95_FACT1mean_ANTISOCIAL,V96_FACT2mean_DINAMICAFAM,V97_FACT3mean_PERSONALITAT,V98_FACT4mean_SUPORTSOCIAL,V99_FACT5mean_SUSCEPTIBILITAT,recid15_date,recid15_age,recid15_number,recid15_durat_group,recid15_crime_group,recid15_crime_viol,recid15_program,recid15_program_group,recid15_totsum,recid15_dummy,recid13_date,recid13_age,recid13_number,recid13_durat_group,recid13_crime_group,recid13_crime_viol,recid13_program,recid13_program_group,recid13_totsum,recid13_dummy,maincrime_year,recid15_viol
1016,Home,Espanyol,Spain,Barcelona,17.0,1990-12-19,Amb antecedents,1 fet,Contra les persones,Violent,1,2008-04-09,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,344.0,410,2009-03-19,2010-05-03,Llibertat vigilada,2010-04-27,Alta,notapplicable,notapplicable,notapplicable,24.0,6.0,9.0,9.0,6.0,Baix,Moderat,Baix,Baix,Moderat,Moderat,Baix,Baix,Moderat,Alt,Moderat,Moderat,Alt,Alt,Alt,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Alt,Moderat,Moderat,Absent,Absent,Absent,Absent,Absent,Absent,0.57,0.5,1.29,1.4,1.14,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1017,Home,Espanyol,Spain,Barcelona,17.0,1990-12-24,Amb antecedents,3 fets o més,Contra les persones,Violent,5,2008-12-11,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,194.0,540,2009-06-23,2010-12-15,Llibertat vigilada,2010-10-06,Alta,notapplicable,notapplicable,notapplicable,21.0,4.0,7.0,10.0,3.0,Alt,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Baix,Moderat,Moderat,Alt,Alt,Moderat,Moderat,Baix,Baix,Alt,Alt,Alt,Moderat,Alt,Moderat,Baix,Absent,Present,Absent,Present,Present,Absent,0.71,0.25,1.57,0.6,0.57,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1018,Home,Espanyol,Spain,Tarragona,17.0,1991-04-03,Amb antecedents,2 fets,Contra les persones,Violent,2,2008-12-26,Tarragona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,173.0,306,2009-06-17,2010-04-19,Llibertat vigilada,2010-01-04,Baixa,Moderada,notapplicable,notapplicable,14.0,5.0,3.0,6.0,0.0,Moderat,Moderat,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Alt,Moderat,Baix,Moderat,Moderat,Baix,Baix,Baix,Moderat,Moderat,Moderat,Moderat,Baix,Moderat,Moderat,Present,Present,Present,Present,Present,Present,0.57,0.25,0.57,0.2,0.57,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1019,Dona,Espanyol,Spain,Girona,16.0,1992-09-17,Amb antecedents,2 fets,Contra les persones,Violent,2,2008-10-17,Girona,Règim d'internament en llibertat vigilada,Mesures d'execució,Altres medi obert,Menys de 6 mesos,410.0,160,2009-12-01,2010-05-10,Llibertat vigilada,2010-05-10,Moderada,notapplicable,notapplicable,notapplicable,18.0,6.0,5.0,7.0,4.0,Alt,Moderat,Moderat,Moderat,Moderat,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Moderat,Alt,Moderat,Baix,Moderat,Moderat,Moderat,Moderat,Baix,Moderat,Moderat,Moderat,Absent,Present,Present,Absent,Absent,Absent,1.14,0.0,0.71,0.6,0.86,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1021,Home,Espanyol,Spain,Barcelona,17.0,1989-03-05,Amb antecedents,2 fets,Contra les persones,Violent,2,2006-07-02,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,741.0,720,2008-07-12,2010-07-02,Llibertat vigilada,2010-04-27,Moderada,notapplicable,notapplicable,notapplicable,34.0,15.0,5.0,14.0,5.0,Alt,Alt,Alt,Moderat,Baix,Alt,Alt,Moderat,Moderat,Alt,Alt,Baix,Moderat,Moderat,Moderat,Baix,Alt,Alt,Alt,Alt,Alt,Alt,Moderat,Moderat,Absent,Absent,Absent,Absent,Present,Absent,1.57,1.5,1.57,0.8,1.0,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2006,False
1024,Home,Espanyol,Spain,Barcelona,15.0,1994-03-03,Amb antecedents,3 fets o més,Contra les persones,Violent,6,2009-07-12,Barcelona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,192.0,179,2010-01-20,2010-07-18,Internament,2010-06-30,Baixa,Baixa,Baixa,Baixa,20.0,12.0,5.0,3.0,1.0,Alt,Moderat,Moderat,Baix,Baix,Alt,Alt,Alt,Alt,Baix,Moderat,Baix,Moderat,Alt,Moderat,Baix,Moderat,Moderat,Moderat,Baix,Baix,Baix,Baix,Baix,Present,Absent,Present,Present,Present,Present,0.86,2.0,0.43,0.8,0.0,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2009,False
1028,Home,Espanyol,Spain,Barcelona,16.0,1991-09-23,Amb antecedents,3 fets o més,Contra les persones,Violent,5,2008-08-13,Barcelona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,812.0,27,2010-11-03,2010-11-30,Internament,2010-11-15,Moderada,Moderada,Baixa,Moderada,31.0,18.0,6.0,7.0,2.0,Alt,Alt,Alt,Alt,Alt,Moderat,Moderat,Alt,Alt,Alt,Alt,Baix,Moderat,Moderat,Baix,Alt,Moderat,Alt,Moderat,Moderat,Moderat,Baix,Baix,Moderat,Absent,Present,Present,Present,Present,Absent,1.86,1.5,0.86,0.6,0.71,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1029,Dona,Espanyol,Spain,Tarragona,16.0,1992-06-28,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2008-08-15,Barcelona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,565.0,178,2010-03-03,2010-08-29,Internament,2010-06-07,Alta,notapplicable,notapplicable,notapplicable,16.0,5.0,3.0,8.0,2.0,Moderat,Baix,Baix,Baix,Moderat,Baix,Moderat,Baix,Baix,Alt,Moderat,Baix,Moderat,Moderat,Baix,Baix,Moderat,Moderat,Moderat,Moderat,Moderat,Alt,Baix,Moderat,Absent,Present,Present,Present,Absent,Present,0.57,0.25,1.0,0.2,0.71,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1032,Home,Espanyol,Spain,Girona,16.0,1992-02-13,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2008-03-23,Girona,Internament en centre,Mesures d'execució,Internament,De 6 mesos a 1 any,456.0,358,2009-06-22,2010-06-16,Internament,2010-06-09,Moderada,Moderada,Moderada,Baixa,24.0,11.0,6.0,7.0,2.0,Alt,Alt,Alt,Alt,Baix,Baix,Moderat,Baix,Baix,Alt,Alt,Moderat,Moderat,Moderat,Moderat,Baix,Baix,Moderat,Alt,Baix,Baix,Alt,Moderat,Moderat,Absent,Present,Present,Absent,Present,Present,1.71,0.25,0.71,0.4,0.86,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1033,Home,Espanyol,Spain,unknown,16.0,1992-06-07,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2008-06-07,Tarragona,Internament en centre,Mesures d'execució,Internament,Més d'1 any,173.0,491,2008-11-27,2010-04-02,Internament,2010-03-15,Alta,Moderada,Baixa,Baixa,20.0,7.0,7.0,6.0,5.0,Alt,Moderat,Baix,Moderat,Baix,Baix,Baix,Alt,Moderat,Baix,Moderat,Baix,Baix,Alt,Alt,Alt,Moderat,Baix,Moderat,Moderat,Moderat,Baix,Moderat,Moderat,Absent,Absent,Absent,Present,Absent,Absent,0.86,0.75,0.43,1.6,0.71,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1034,Home,Espanyol,Spain,Lleida,16.0,1992-06-30,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2009-05-03,Lleida,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,237.0,179,2009-12-26,2010-06-23,Internament,2010-03-19,Alta,Moderada,Baixa,Baixa,21.0,10.0,7.0,4.0,3.0,Moderat,Moderat,Moderat,Moderat,Baix,Alt,Alt,Moderat,Baix,Moderat,Moderat,Baix,Baix,Alt,Alt,Alt,Moderat,Moderat,Moderat,Baix,Baix,Moderat,Baix,Baix,Absent,Absent,Present,Present,Present,Absent,0.86,1.25,0.43,1.4,0.43,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2009,False
1038,Home,Espanyol,Spain,Barcelona,14.0,1991-08-31,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2006-05-16,Barcelona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,1375.0,59,2010-02-19,2010-04-19,Internament,2010-03-22,Moderada,Moderada,Baixa,Baixa,20.0,8.0,4.0,8.0,2.0,Alt,Alt,Baix,Alt,Baix,Baix,Baix,Baix,Baix,Alt,Moderat,Baix,Baix,Moderat,Moderat,Moderat,Moderat,Moderat,Alt,Moderat,Moderat,Baix,Moderat,Moderat,Absent,Absent,Present,Present,Present,Present,1.29,0.0,0.57,0.8,0.71,2013-06-02 00:00:00,21.0,1.0,De 3 a 4 anys,Contra les persones,Violent,MPA - Tractament ambulatori (TTA),Altres MPA,1 reincidència,Sí,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2006,True
1040,Home,Espanyol,Spain,Barcelona,15.0,1992-09-20,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2008-04-07,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,351.0,377,2009-03-24,2010-04-06,Llibertat vigilada,2010-04-01,Baixa,notapplicable,notapplicable,notapplicable,18.0,4.0,7.0,7.0,4.0,Moderat,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Alt,Alt,Alt,Baix,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Baix,Baix,Alt,Absent,Absent,Present,Present,Absent,Absent,0.71,0.0,0.86,0.8,1.0,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1041,Home,Espanyol,Spain,Barcelona,15.0,1993-06-07,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2008-09-27,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,305.0,274,2009-07-29,2010-04-30,Llibertat vigilada,2010-03-03,Moderada,Baixa,notapplicable,notapplicable,12.0,4.0,3.0,5.0,3.0,Moderat,Baix,Moderat,Baix,Baix,Moderat,Moderat,Baix,Baix,Baix,Moderat,Baix,Baix,Moderat,Baix,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Baix,Baix,Baix,Present,Absent,Absent,Present,Absent,Present,0.57,0.5,0.57,0.8,0.14,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1042,Dona,Espanyol,Spain,Tarragona,16.0,1991-03-15,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-08-25,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,562.0,360,2009-03-09,2010-03-04,Llibertat vigilada,2010-01-04,Moderada,Moderada,notapplicable,notapplicable,23.0,9.0,5.0,9.0,5.0,Alt,Alt,Moderat,Baix,Baix,Baix,Moderat,Moderat,Baix,Alt,Moderat,Moderat,Alt,Moderat,Baix,Baix,Moderat,Moderat,Moderat,Alt,Moderat,Baix,Moderat,Alt,Absent,Present,Absent,Absent,Absent,Absent,1.0,0.5,1.14,0.4,1.29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2007,False
1043,Dona,Espanyol,Spain,Barcelona,16.0,1991-04-21,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2007-08-25,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,563.0,364,2009-03-10,2010-03-09,Llibertat vigilada,2010-01-25,Moderada,notapplicable,notapplicable,notapplicable,9.0,1.0,3.0,5.0,1.0,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Moderat,Baix,Moderat,Baix,Baix,Moderat,Baix,Moderat,Moderat,Moderat,Baix,Moderat,Baix,Moderat,Absent,Present,Present,Present,Present,Present,0.29,0.0,0.57,0.2,0.43,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2007,False
1047,Home,Espanyol,Spain,Girona,17.0,1989-10-29,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,3,2007-01-19,Girona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,1160.0,280,2010-03-24,2010-12-30,Llibertat vigilada,2010-12-03,Moderada,Moderada,notapplicable,notapplicable,15.0,8.0,3.0,4.0,2.0,Alt,Alt,Baix,Moderat,Baix,Baix,Baix,Moderat,Moderat,Moderat,Moderat,Baix,Moderat,Moderat,Baix,Baix,Moderat,Moderat,Moderat,Baix,Baix,Baix,Baix,Moderat,Absent,Present,Present,Present,Absent,Present,1.0,0.5,0.43,0.2,0.57,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2007,False
1050,Home,Espanyol,Spain,Barcelona,16.0,1993-02-27,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2010-02-20,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,31.0,0,2010-03-23,2010-03-23,Llibertat vigilada,2010-03-23,Moderada,notapplicable,notapplicable,notapplicable,23.0,6.0,7.0,10.0,5.0,Alt,Baix,Moderat,Moderat,Baix,Baix,Baix,Baix,Baix,Alt,Moderat,Baix,Baix,Alt,Alt,Alt,Alt,Moderat,Moderat,Alt,Moderat,Moderat,Moderat,Moderat,Absent,Absent,Absent,Present,Absent,Absent,0.86,0.0,1.0,1.6,1.0,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2010,False
1052,Home,Espanyol,Spain,Barcelona,14.0,1994-02-27,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,4,2009-02-13,Barcelona,Internament en centre,Mesures d'execució,Internament,Més d'1 any,237.0,369,2009-10-08,2010-10-12,Internament,2010-07-14,Alta,Moderada,Moderada,Moderada,21.0,10.0,5.0,6.0,3.0,Moderat,Moderat,Moderat,Baix,Baix,Moderat,Alt,Alt,Baix,Alt,Alt,Baix,Moderat,Moderat,Moderat,Baix,Moderat,Baix,Moderat,Moderat,Moderat,Moderat,Baix,Moderat,Absent,Present,Present,Present,Absent,Absent,0.86,1.25,0.71,0.4,0.86,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2009,False
1053,Home,Espanyol,Spain,unknown,16.0,1989-07-21,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2006-07-08,Tarragona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,1304.0,107,2010-02-01,2010-05-19,Internament,2010-04-20,Moderada,Moderada,Moderada,Alta,25.0,13.0,6.0,6.0,0.0,Alt,Alt,Baix,Alt,Baix,Baix,Alt,Alt,Moderat,Alt,Moderat,Baix,Moderat,Moderat,Moderat,Alt,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Baix,Baix,Present,Present,Present,Present,Present,Present,1.14,1.25,0.86,0.8,0.29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2006,False
1054,Home,Espanyol,Spain,Barcelona,15.0,1993-08-03,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2008-10-14,Barcelona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,629.0,88,2010-07-05,2010-10-02,Internament,2010-07-30,Moderada,Moderada,Baixa,Baixa,32.0,18.0,6.0,8.0,4.0,Alt,Alt,Alt,Alt,Moderat,Moderat,Alt,Alt,Alt,Alt,Moderat,Baix,Moderat,Alt,Moderat,Moderat,Moderat,Alt,Alt,Moderat,Moderat,Baix,Baix,Moderat,Absent,Absent,Present,Present,Absent,Absent,1.71,1.75,0.86,1.0,0.86,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1055,Dona,Espanyol,Spain,Lleida,14.0,1993-06-16,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2008-04-23,Lleida,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,690.0,108,2010-03-14,2010-06-30,Internament,2010-06-01,Moderada,Moderada,Baixa,Baixa,20.0,4.0,6.0,10.0,2.0,Moderat,Moderat,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Moderat,Alt,Baix,Moderat,Moderat,Baix,Alt,Moderat,Alt,Moderat,Alt,Moderat,Moderat,Moderat,Moderat,Present,Present,Present,Absent,Present,Absent,0.71,0.25,1.14,0.6,0.71,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1056,Home,Espanyol,Spain,Tarragona,16.0,1992-01-13,Amb antecedents,3 fets o més,Contra la propietat violent,Violent,6,2008-01-14,Tarragona,Internament en centre,Mesures d'execució,Internament,De 6 mesos a 1 any,654.0,297,2009-10-29,2010-08-22,Internament,2010-05-12,Moderada,Moderada,Moderada,Baixa,26.0,11.0,9.0,6.0,2.0,Alt,Alt,Moderat,Baix,Baix,Moderat,Alt,Alt,Baix,Moderat,Alt,Baix,Moderat,Alt,Alt,Alt,Moderat,Moderat,Moderat,Moderat,Moderat,Baix,Baix,Moderat,Absent,Absent,Present,Present,Present,Present,1.14,1.25,0.71,1.4,0.43,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
1057,Home,Espanyol,Spain,Lleida,16.0,1990-02-10,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2006-05-15,Lleida,Internament en centre,Mesures d'execució,Internament,De 6 mesos a 1 any,1294.0,239,2009-11-29,2010-07-26,Internament,2010-06-17,Moderada,Baixa,Baixa,Moderada,22.0,10.0,6.0,6.0,2.0,Moderat,Moderat,Baix,Moderat,Moderat,Moderat,Alt,Baix,Alt,Moderat,Alt,Baix,Moderat,Alt,Moderat,Baix,Baix,Moderat,Alt,Moderat,Moderat,Moderat,Baix,Baix,Present,Absent,Present,Present,Present,Absent,1.14,1.25,0.71,0.8,0.29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2006,False
1058,Dona,Espanyol,Spain,Barcelona,16.0,1993-01-17,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2009-06-15,Barcelona,Internament en centre,Mesures d'execució,Internament,Menys de 6 mesos,156.0,114,2009-11-18,2010-03-12,Internament,2010-03-04,Moderada,Baixa,Baixa,notapplicable,18.0,3.0,9.0,6.0,4.0,Alt,Baix,Baix,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Alt,Baix,Alt,Alt,Moderat,Alt,Moderat,Baix,Alt,Baix,Baix,Baix,Moderat,Alt,Absent,Absent,Absent,Present,Absent,Present,1.0,0.0,0.43,1.4,0.71,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2009,False
1061,Home,Espanyol,Spain,Girona,14.0,1990-12-24,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2005-05-18,Girona,Internament en centre,Mesures d'execució,Internament,De 6 mesos a 1 any,1485.0,328,2009-06-11,2010-05-06,Internament,2010-02-04,Moderada,Moderada,Baixa,Baixa,27.0,13.0,8.0,6.0,3.0,Alt,Alt,Moderat,Alt,Baix,Moderat,Moderat,Alt,Baix,Alt,Alt,Moderat,Moderat,Moderat,Moderat,Alt,Moderat,Baix,Moderat,Moderat,Moderat,Baix,Moderat,Moderat,Absent,Present,Present,Present,Absent,Absent,1.43,1.0,0.71,0.8,1.0,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2005,False
1062,Dona,Espanyol,Spain,Girona,15.0,1989-08-19,Amb antecedents,2 fets,Contra la propietat violent,Violent,2,2005-05-18,Girona,Internament en centre,Mesures d'execució,Internament,De 6 mesos a 1 any,1427.0,328,2009-04-14,2010-03-08,Internament,2010-02-11,Moderada,Alta,Moderada,Alta,34.0,14.0,9.0,11.0,4.0,Alt,Alt,Moderat,Alt,Moderat,Moderat,Moderat,Alt,Baix,Alt,Alt,Moderat,Alt,Moderat,Moderat,Alt,Moderat,Moderat,Alt,Alt,Moderat,Moderat,Moderat,Alt,Absent,Present,Absent,Present,Absent,Absent,1.71,1.0,1.29,1.0,1.14,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2005,False
1065,Home,Espanyol,Spain,Barcelona,17.0,1991-08-24,Amb antecedents,1 fet,Contra la propietat violent,Violent,1,2008-09-08,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,221.0,397,2009-04-17,2010-05-20,Llibertat vigilada,2010-05-19,Baixa,notapplicable,notapplicable,notapplicable,13.0,3.0,5.0,5.0,5.0,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Alt,Moderat,Moderat,Moderat,Moderat,Moderat,Baix,Moderat,Baix,Moderat,Moderat,Baix,Baix,Baix,Alt,Absent,Absent,Absent,Present,Absent,Absent,0.29,0.25,0.57,0.8,1.0,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
